,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tree__ccp_alpha,param_tree__max_depth,param_tree__max_leaf_nodes,param_tree__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
773,0.20029354095458984,0.0003091525704453389,0.02905440330505371,0.004592810122375059,5.0781629896861525e-05,54,95,6,"{'tree__ccp_alpha': 5.0781629896861525e-05, 'tree__max_depth': 54, 'tree__max_leaf_nodes': 95, 'tree__min_samples_split': 6}",0.9724567474048443,0.9714878892733564,0.970795847750865,0.9715801614763553,0.0006811913753279834,10
245,0.21419270833333334,0.0016402394522400114,0.02821516990661621,1.5441476429240914e-05,9.626704092870634e-06,61,96,6,"{'tree__ccp_alpha': 9.626704092870634e-06, 'tree__max_depth': 61, 'tree__max_leaf_nodes': 96, 'tree__min_samples_split': 6}",0.972318339100346,0.9720415224913495,0.9703806228373703,0.9715801614763553,0.0008556972083502328,10
888,0.21886690457661948,0.0011254982866762268,0.02903914451599121,0.0015780697920486399,5.3936193834921726e-05,69,91,7,"{'tree__ccp_alpha': 5.3936193834921726e-05, 'tree__max_depth': 69, 'tree__max_leaf_nodes': 91, 'tree__min_samples_split': 7}",0.9721799307958477,0.972318339100346,0.9701038062283737,0.9715340253748558,0.0010128949665559682,13
490,0.22017478942871094,0.007035720734806014,0.03125786781311035,7.456062207752175e-06,1.4140012358033884e-05,68,92,6,"{'tree__ccp_alpha': 1.4140012358033884e-05, 'tree__max_depth': 68, 'tree__max_leaf_nodes': 92, 'tree__min_samples_split': 6}",0.9721799307958477,0.972318339100346,0.9699653979238755,0.9714878892733564,0.0010780458081243562,14
506,0.20950977007548013,0.006181680407952972,0.03301644325256348,0.0014755300496817668,8.366871436671141e-05,73,89,8,"{'tree__ccp_alpha': 8.366871436671141e-05, 'tree__max_depth': 73, 'tree__max_leaf_nodes': 89, 'tree__min_samples_split': 8}",0.9721799307958477,0.972318339100346,0.9699653979238755,0.9714878892733564,0.0010780458081243562,14
348,0.21001680692036948,0.007276668398241729,0.030887126922607422,0.0008830283479270857,4.5828444148681765e-06,61,94,5,"{'tree__ccp_alpha': 4.5828444148681765e-06, 'tree__max_depth': 61, 'tree__max_leaf_nodes': 94, 'tree__min_samples_split': 5}",0.9724567474048443,0.9720415224913495,0.9699653979238755,0.9714878892733564,0.0010898280794479863,14
927,0.2202460765838623,0.002375476913395442,0.0290988286336263,0.0007128302811350352,1.4790573019862894e-05,84,88,4,"{'tree__ccp_alpha': 1.4790573019862894e-05, 'tree__max_depth': 84, 'tree__max_leaf_nodes': 88, 'tree__min_samples_split': 4}",0.972318339100346,0.972318339100346,0.9696885813148789,0.971441753171857,0.0012396797086546248,17
430,0.22442897160847983,0.015608537256449851,0.021749019622802734,0.006409608048897407,0.00014033614075717267,83,91,8,"{'tree__ccp_alpha': 0.00014033614075717267, 'tree__max_depth': 83, 'tree__max_leaf_nodes': 91, 'tree__min_samples_split': 8}",0.9721799307958477,0.9720415224913495,0.9698269896193772,0.9713494809688582,0.0010780458081243562,18
40,0.1884619394938151,0.003110127985673563,0.03177491823832194,0.0016871258589036498,4.295016539789289e-06,52,96,4,"{'tree__ccp_alpha': 4.295016539789289e-06, 'tree__max_depth': 52, 'tree__max_leaf_nodes': 96, 'tree__min_samples_split': 4}",0.9716262975778547,0.9710726643598616,0.9713494809688581,0.9713494809688581,0.00022601981478967637,19
853,0.21763992309570312,0.003741249316722829,0.033366998036702476,0.0072393548286265545,0.0002962453816372974,63,88,8,"{'tree__ccp_alpha': 0.0002962453816372974, 'tree__max_depth': 63, 'tree__max_leaf_nodes': 88, 'tree__min_samples_split': 8}",0.9721799307958477,0.971764705882353,0.9698269896193772,0.9712572087658593,0.0010254261024633309,20
912,0.22199018796284994,0.0007332315315250189,0.029865344365437824,0.0011379893748227725,0.00011670536821752955,92,86,4,"{'tree__ccp_alpha': 0.00011670536821752955, 'tree__max_depth': 92, 'tree__max_leaf_nodes': 86, 'tree__min_samples_split': 4}",0.9721799307958477,0.9720415224913495,0.9694117647058823,0.9712110726643598,0.001273556977332634,21
961,0.219941775004069,0.003533076844059616,0.029343843460083008,0.0002222595744026212,0.00014647786621093732,77,86,5,"{'tree__ccp_alpha': 0.00014647786621093732, 'tree__max_depth': 77, 'tree__max_leaf_nodes': 86, 'tree__min_samples_split': 5}",0.9721799307958477,0.971764705882353,0.9695501730103806,0.9711649365628604,0.00115432489072175,22
544,0.2126139005025228,0.007559377440860279,0.021602074305216473,0.007092973490915266,9.949033033058535e-05,68,87,5,"{'tree__ccp_alpha': 9.949033033058535e-05, 'tree__max_depth': 68, 'tree__max_leaf_nodes': 87, 'tree__min_samples_split': 5}",0.9720415224913495,0.971764705882353,0.9695501730103806,0.971118800461361,0.0011149292709199236,23
342,0.19835940996805826,0.008278448030984624,0.029473145802815754,0.0015336463877188226,7.638378137116119e-05,55,86,4,"{'tree__ccp_alpha': 7.638378137116119e-05, 'tree__max_depth': 55, 'tree__max_leaf_nodes': 86, 'tree__min_samples_split': 4}",0.9724567474048443,0.9710726643598616,0.9698269896193772,0.971118800461361,0.001074089663374662,23
168,0.22174286842346191,0.0012417072308855458,0.028398672739664715,0.0006349144010723021,0.00034377200881737603,67,89,2,"{'tree__ccp_alpha': 0.00034377200881737603, 'tree__max_depth': 67, 'tree__max_leaf_nodes': 89, 'tree__min_samples_split': 2}",0.972318339100346,0.9712110726643599,0.9695501730103806,0.9710265282583622,0.0011376081205017917,25
492,0.2083860238393148,0.005193418247177205,0.03157726923624674,0.00018918583942651669,4.2974007547698786e-05,73,83,7,"{'tree__ccp_alpha': 4.2974007547698786e-05, 'tree__max_depth': 73, 'tree__max_leaf_nodes': 83, 'tree__min_samples_split': 7}",0.972318339100346,0.971764705882353,0.9689965397923875,0.9710265282583621,0.0014531041059306843,26
368,0.21038508415222168,0.006947886961260558,0.031997283299764,0.0009052240184798702,1.3955700157085985e-05,66,83,3,"{'tree__ccp_alpha': 1.3955700157085985e-05, 'tree__max_depth': 66, 'tree__max_leaf_nodes': 83, 'tree__min_samples_split': 3}",0.9721799307958477,0.971764705882353,0.9689965397923875,0.9709803921568628,0.0014130004919136012,27
981,0.215163787206014,0.00346527977368968,0.028844594955444336,0.0005097390336338988,4.2915778986060856e-05,65,84,3,"{'tree__ccp_alpha': 4.2915778986060856e-05, 'tree__max_depth': 65, 'tree__max_leaf_nodes': 84, 'tree__min_samples_split': 3}",0.972318339100346,0.9716262975778547,0.9689965397923875,0.9709803921568628,0.0014309630836697531,27
197,0.21582293510437012,0.0005115489757590659,0.028788248697916668,0.0007796581199914448,7.037214300090388e-05,90,85,9,"{'tree__ccp_alpha': 7.037214300090388e-05, 'tree__max_depth': 90, 'tree__max_leaf_nodes': 85, 'tree__min_samples_split': 9}",0.9721799307958477,0.9719031141868512,0.9688581314878892,0.9709803921568628,0.0015049140881476474,27
